PRQPath,PRQ UID,PRQ Name,TRQ UID,TRQ Name,TRQPath
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2841,[PRQ2841] The software shall display the detected SNVs and Indels for the Expanded Panel sample.,2668,[TRQ2668] The analysis software shall analyze samples sequenced with the following Panels:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2841,[PRQ2841] The software shall display the detected SNVs and Indels for the Expanded Panel sample.,1982,[TRQ1982] The analysis software shall display SNV and Indel information in a table with the column headers listed as:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2841,[PRQ2841] The software shall display the detected SNVs and Indels for the Expanded Panel sample.,2027,"[TRQ2027] The analysis software shall display results with separate tables for SNVs and Indels, CNV Amplifications, and fusions.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2842,[PRQ2842] The software shall display the detected CNAs for Expanded Panel sample.,2668,[TRQ2668] The analysis software shall analyze samples sequenced with the following Panels:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2842,[PRQ2842] The software shall display the detected CNAs for Expanded Panel sample.,2027,"[TRQ2027] The analysis software shall display results with separate tables for SNVs and Indels, CNV Amplifications, and fusions.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2843,[PRQ2843] The software shall display the detected Fusions for the Expanded Panel sample.,2668,[TRQ2668] The analysis software shall analyze samples sequenced with the following Panels:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2843,[PRQ2843] The software shall display the detected Fusions for the Expanded Panel sample.,1988,[TRQ1988] The analysis software shall display Fusion results in a table with the following column headers and information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2843,[PRQ2843] The software shall display the detected Fusions for the Expanded Panel sample.,2027,"[TRQ2027] The analysis software shall display results with separate tables for SNVs and Indels, CNV Amplifications, and fusions.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2844,[PRQ2844] The software shall display the gene name of detected SNVs and Indels,1982,[TRQ1982] The analysis software shall display SNV and Indel information in a table with the column headers listed as:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2844,[PRQ2844] The software shall display the gene name of detected SNVs and Indels,2629,[TRQ2629] The analysis software shall allow a user to view detailed SNV and Indel data with the following information for an individual variant in the results screen:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2845,[PRQ2845] The software shall display the variant information of detected SNVs and Indels,1982,[TRQ1982] The analysis software shall display SNV and Indel information in a table with the column headers listed as:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2845,[PRQ2845] The software shall display the variant information of detected SNVs and Indels,2629,[TRQ2629] The analysis software shall allow a user to view detailed SNV and Indel data with the following information for an individual variant in the results screen:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2846,[PRQ2846] The software shall display the annotation of detected SNVs and Indels,1982,[TRQ1982] The analysis software shall display SNV and Indel information in a table with the column headers listed as:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2846,[PRQ2846] The software shall display the annotation of detected SNVs and Indels,2380,"[TRQ2380] When displaying the SNV and Indel table, the analysis software shall display corroborating Annotation from databases as colored icons.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2846,[PRQ2846] The software shall display the annotation of detected SNVs and Indels,2381,"[TRQ2381] When displaying the SNV and Indel table, the analysis software shall display a legend for the colored database icons in the Annotation Column.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2846,[PRQ2846] The software shall display the annotation of detected SNVs and Indels,2629,[TRQ2629] The analysis software shall allow a user to view detailed SNV and Indel data with the following information for an individual variant in the results screen:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2847,[PRQ2847] The software shall display the variant description per gene for detected SNVs and Indels,1982,[TRQ1982] The analysis software shall display SNV and Indel information in a table with the column headers listed as:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2847,[PRQ2847] The software shall display the variant description per gene for detected SNVs and Indels,2379,"[TRQ2379] When displaying the SNV and Indel table, the analysis software shall use abbreviated HGVS p. for protein variants and HGVS c. notation for nucleotide variant identification.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2847,[PRQ2847] The software shall display the variant description per gene for detected SNVs and Indels,2629,[TRQ2629] The analysis software shall allow a user to view detailed SNV and Indel data with the following information for an individual variant in the results screen:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2848,[PRQ2848] The software shall display the segment of detected CNA.,1987,[TRQ1987] The analysis software shall display individual sample CNV Amplification information in a table with the column headers listed as:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2849,[PRQ2849] The software shall display the breakpoint of detected Fusions,1988,[TRQ1988] The analysis software shall display Fusion results in a table with the following column headers and information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2849,[PRQ2849] The software shall display the breakpoint of detected Fusions,2374,"[TRQ2374] When the user views the fusion results for an individual sample, the analysis software shall display fusion information in a table with the column headers listed as:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2850,[PRQ2850] The software shall display the paired reads spanning BP of detected Fusions,1988,[TRQ1988] The analysis software shall display Fusion results in a table with the following column headers and information:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2850,[PRQ2850] The software shall display the paired reads spanning BP of detected Fusions,2374,"[TRQ2374] When the user views the fusion results for an individual sample, the analysis software shall display fusion information in a table with the column headers listed as:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2858,[PRQ2858] The software shall allow user to filter results,2023,[TRQ2023] The analysis software shall allow a user to load saved filter sets.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2858,[PRQ2858] The software shall allow user to filter results,2624,[TRQ2624] The analysis software shall only display results which match filter criteria.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2858,[PRQ2858] The software shall allow user to filter results,2626,[TRQ2626] The analysis software shall allow a user to toggle filters on or off in the results view.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Data Display\Results\Sample Results,2858,[PRQ2858] The software shall allow user to filter results,2679,[TRQ2679] The analysis software shall allow a user to filter by variants which are rare in Germline genomes.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Filtering
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2785,[PRQ2785] The software shall display an error message if any problems are encountered while processing the sample during the analysis run.,2667,"[TRQ2667] When viewing sample results, and if cross-contamination has occurred during the assay, the analysis software shall display an indicator for cross-contamination for that sample.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2785,[PRQ2785] The software shall display an error message if any problems are encountered while processing the sample during the analysis run.,2039,"[TRQ2039] When a QC checkpoint fails, the analysis software shall notify the user of the error with an error message associated with the error trigger.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\System Settings\Error Handling
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2785,[PRQ2785] The software shall display an error message if any problems are encountered while processing the sample during the analysis run.,2672,"[TRQ2672] When a QC checkpoint fails when demultiplexing a dataset, the analysis software shall alert the user with an error message and halt analysis, producing no results.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\System Settings\Error Handling
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2785,[PRQ2785] The software shall display an error message if any problems are encountered while processing the sample during the analysis run.,2673,"[TRQ2673] When a QC checkpoint fails for an individual sample, the analysis software shall alert the user that the individual sample has failed and produce no results for the failed sample.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\System Settings\Error Handling
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2785,[PRQ2785] The software shall display an error message if any problems are encountered while processing the sample during the analysis run.,2674,"[TRQ2674] When a QC checkpoint fails for a individual sample, the analysis software shall produce results for all other samples in the dataset which passed all QC checkpoints.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\System Settings\Error Handling
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2785,[PRQ2785] The software shall display an error message if any problems are encountered while processing the sample during the analysis run.,2040,"[TRQ2040] When an error occurs during analysis, the analysis software shall terminate analysis and provide an error report. ISSUE, What is in Error Report",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\TRASH
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2861,[PRQ2861] The software shall display the automatically generated unique analysis job ID of all analysis jobs,3358,"[TRQ3358] When the user views run details, the analysis software shall display the following run information:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2862,[PRQ2862] The software shall display the status of all submitted analysis jobs,2066,[TRQ2066] The analysis software shall display the following status information for the most recent 10 Runs on the home screen:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2862,[PRQ2862] The software shall display the status of all submitted analysis jobs,2068,[TRQ2068] The analysis software shall allow a user to search for existing runs in all run states.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2862,[PRQ2862] The software shall display the status of all submitted analysis jobs,2071,[TRQ2071] The analysis software shall display the following information for Runs in the queued state:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2862,[PRQ2862] The software shall display the status of all submitted analysis jobs,2354,[TRQ2354] The analysis software shall allow a user to view all runs in a table.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2862,[PRQ2862] The software shall display the status of all submitted analysis jobs,2355,"[TRQ2355] When viewing all runs, the analysis software shall display a table populated with runs, with the column headers:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2862,[PRQ2862] The software shall display the status of all submitted analysis jobs,2356,[TRQ2356] The analysis software shall display color coding of run status in the view all runs table containing the following mappings:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2862,[PRQ2862] The software shall display the status of all submitted analysis jobs,2357,[TRQ2357] The analysis software shall allow the view runs table to be sorted alphanumerically in ascending or descending order by any column.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2862,[PRQ2862] The software shall display the status of all submitted analysis jobs,2358,[TRQ2358] The analysis software shall sort the view all runs table for all runs regardless of run visibility in the page.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2862,[PRQ2862] The software shall display the status of all submitted analysis jobs,2367,[TRQ2367] The analysis software shall display 10 runs per page in the view runs table.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2863,[PRQ2863] The software shall display the status of the analysis job that is running in progress,2066,[TRQ2066] The analysis software shall display the following status information for the most recent 10 Runs on the home screen:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2863,[PRQ2863] The software shall display the status of the analysis job that is running in progress,2070,[TRQ2070] The analysis software shall display the following information for Runs in the analysis state:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2863,[PRQ2863] The software shall display the status of the analysis job that is running in progress,2354,[TRQ2354] The analysis software shall allow a user to view all runs in a table.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2863,[PRQ2863] The software shall display the status of the analysis job that is running in progress,2355,"[TRQ2355] When viewing all runs, the analysis software shall display a table populated with runs, with the column headers:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2863,[PRQ2863] The software shall display the status of the analysis job that is running in progress,2356,[TRQ2356] The analysis software shall display color coding of run status in the view all runs table containing the following mappings:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2863,[PRQ2863] The software shall display the status of the analysis job that is running in progress,2357,[TRQ2357] The analysis software shall allow the view runs table to be sorted alphanumerically in ascending or descending order by any column.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2863,[PRQ2863] The software shall display the status of the analysis job that is running in progress,2358,[TRQ2358] The analysis software shall sort the view all runs table for all runs regardless of run visibility in the page.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2863,[PRQ2863] The software shall display the status of the analysis job that is running in progress,2367,[TRQ2367] The analysis software shall display 10 runs per page in the view runs table.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2863,[PRQ2863] The software shall display the status of the analysis job that is running in progress,2042,"[TRQ2042] When the user views run details, the analysis software shall display the run status as the following color codes:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2863,[PRQ2863] The software shall display the status of the analysis job that is running in progress,3358,"[TRQ3358] When the user views run details, the analysis software shall display the following run information:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,2041,"[TRQ2041] When a user cancels a run, the analysis software shall display the run as completed with a message about the cancellation.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Analysis
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,2066,[TRQ2066] The analysis software shall display the following status information for the most recent 10 Runs on the home screen:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,2348,[TRQ2348] The analysis software shall display the following information for Runs in the completed state:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,2354,[TRQ2354] The analysis software shall allow a user to view all runs in a table.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,2355,"[TRQ2355] When viewing all runs, the analysis software shall display a table populated with runs, with the column headers:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,2356,[TRQ2356] The analysis software shall display color coding of run status in the view all runs table containing the following mappings:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,2357,[TRQ2357] The analysis software shall allow the view runs table to be sorted alphanumerically in ascending or descending order by any column.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,2358,[TRQ2358] The analysis software shall sort the view all runs table for all runs regardless of run visibility in the page.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,2367,[TRQ2367] The analysis software shall display 10 runs per page in the view runs table.,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,2042,"[TRQ2042] When the user views run details, the analysis software shall display the run status as the following color codes:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2864,[PRQ2864] The software shall display the status of the analysis job that has completed analysis,3358,"[TRQ3358] When the user views run details, the analysis software shall display the following run information:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2865,[PRQ2865] The software shall display the elapsed time of an analysis job,2070,[TRQ2070] The analysis software shall display the following information for Runs in the analysis state:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2865,[PRQ2865] The software shall display the elapsed time of an analysis job,2071,[TRQ2071] The analysis software shall display the following information for Runs in the queued state:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2865,[PRQ2865] The software shall display the elapsed time of an analysis job,2348,[TRQ2348] The analysis software shall display the following information for Runs in the completed state:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2865,[PRQ2865] The software shall display the elapsed time of an analysis job,3358,"[TRQ3358] When the user views run details, the analysis software shall display the following run information:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\Results\Results View
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2866,[PRQ2866] The software shall display the customized run name of all analysis jobs,2070,[TRQ2070] The analysis software shall display the following information for Runs in the analysis state:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2866,[PRQ2866] The software shall display the customized run name of all analysis jobs,2071,[TRQ2071] The analysis software shall display the following information for Runs in the queued state:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2866,[PRQ2866] The software shall display the customized run name of all analysis jobs,2348,[TRQ2348] The analysis software shall display the following information for Runs in the completed state:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2866,[PRQ2866] The software shall display the customized run name of all analysis jobs,2355,"[TRQ2355] When viewing all runs, the analysis software shall display a table populated with runs, with the column headers:",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2866,[PRQ2866] The software shall display the customized run name of all analysis jobs,2363,"[TRQ2363] When the Run Name is longer than the text box displaying it, the analysis software shall truncate the characters past the text box and append an ellipsis ( ... ) to the Run Name.",Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
Requirements\ctDNA v1\01_Product Requirements\Software Requirements\User Interface\Monitoring,2867,[PRQ2867] The software shall display the last modified date of all analysis jobs,2353,[TRQ2353] The analysis software shall display the following information for Runs in the setup state:,Requirements\ctDNA v1\02_Technical Requirements Specification\ctDNA V1 Analysis Package Software Requirements Specification\Software Requirements\ctDNA Navigation\Run Information
